DiscardTypeID,DiscardDestinationID,Year,DiscardDestinationRatio
1,1,1915,0
1,1,1916,0
1,1,1917,0
1,1,1918,0
1,1,1919,0
1,1,1920,0
1,1,1921,0
1,1,1922,0
1,1,1923,0
1,1,1924,0
1,1,1925,0
1,1,1926,0
1,1,1927,0
1,1,1928,0
1,1,1929,0
1,1,1930,0
1,1,1931,0
1,1,1932,0
1,1,1933,0
1,1,1934,0
1,1,1935,0
1,1,1936,0
1,1,1937,0
1,1,1938,0
1,1,1939,0
1,1,1940,0
1,1,1941,0
1,1,1942,0
1,1,1943,0
1,1,1944,0
1,1,1945,0
1,1,1946,0
1,1,1947,0
1,1,1948,0
1,1,1949,0
1,1,1950,0
1,1,1951,0
1,1,1952,0
1,1,1953,0
1,1,1954,0
1,1,1955,0
1,1,1956,0
1,1,1957,0
1,1,1958,0
1,1,1959,0
1,1,1960,0
1,1,1961,0
1,1,1962,0
1,1,1963,0
1,1,1964,0
1,1,1965,0
1,1,1966,0
1,1,1967,0
1,1,1968,0
1,1,1969,0
1,1,1970,0
1,1,1971,0
1,1,1972,0
1,1,1973,0
1,1,1974,0
1,1,1975,0
1,1,1976,0
1,1,1977,0
1,1,1978,0
1,1,1979,0
1,1,1980,0
1,1,1981,0
1,1,1982,0
1,1,1983,0
1,1,1984,0
1,1,1985,0
1,1,1986,0
1,1,1987,0
1,1,1988,0
1,1,1989,0
1,1,1990,0.07
1,1,1991,0.07
1,1,1992,0.07
1,1,1993,0.07
1,1,1994,0.07
1,1,1995,0.07
1,1,1996,0.07
1,1,1997,0.07
1,1,1998,0.07
1,1,1999,0.07
1,1,2000,0.09
1,1,2001,0.09
1,1,2002,0.09
1,1,2003,0.09
1,1,2004,0.09
1,1,2005,0.09
1,1,2006,0.09
1,1,2007,0.09
1,1,2008,0.09
1,1,2009,0.09
1,2,1906,0
1,2,1907,0
1,2,1908,0
1,2,1909,0
1,2,1910,0
1,2,1911,0
1,2,1912,0
1,2,1913,0
1,2,1914,0
1,2,1915,0
1,2,1916,0
1,2,1917,0
1,2,1918,0
1,2,1919,0
1,2,1920,0
1,2,1921,0
1,2,1922,0
1,2,1923,0
1,2,1924,0
1,2,1925,0
1,2,1926,0
1,2,1927,0
1,2,1928,0
1,2,1929,0
1,2,1930,0
1,2,1931,0
1,2,1932,0
1,2,1933,0
1,2,1934,0
1,2,1935,0
1,2,1936,0
1,2,1937,0
1,2,1938,0
1,2,1939,0
1,2,1940,0
1,2,1941,0
1,2,1942,0
1,2,1943,0
1,2,1944,0
1,2,1945,0
1,2,1946,0
1,2,1947,0
1,2,1948,0
1,2,1949,0
1,2,1950,0
1,2,1951,0
1,2,1952,0
1,2,1953,0
1,2,1954,0
1,2,1955,0
1,2,1956,0
1,2,1957,0
1,2,1958,0
1,2,1959,0
1,2,1960,0
1,2,1961,0
1,2,1962,0
1,2,1963,0
1,2,1964,0
1,2,1965,0
