DiscardTypeID,DiscardDestinationID,Year,Ratio
0,0,1928,0.290000
0,0,1929,0.290000
0,0,1930,0.290000
0,0,1931,0.290000
0,0,1932,0.290000
0,0,1933,0.290000
0,0,1934,0.290000
0,0,1935,0.290000
0,0,1936,0.290000
0,0,1937,0.290000
0,0,1938,0.290000
0,0,1939,0.290000
0,0,1940,0.300000
0,0,1941,0.300000
0,0,1942,0.300000
0,0,1943,0.300000
0,0,1944,0.300000
0,0,1945,0.300000
0,0,1946,0.300000
0,0,1947,0.300000
0,0,1948,0.300000
0,0,1949,0.300000
0,0,1950,0.300000
0,0,1951,0.300000
0,0,1952,0.300000
0,0,1953,0.300000
0,0,1954,0.300000
0,0,1955,0.300000
0,0,1956,0.300000
0,0,1957,0.300000
0,0,1958,0.300000
0,0,1959,0.300000
0,0,1960,0.310000
0,0,1961,0.310000
0,0,1962,0.310000
0,0,1963,0.310000
0,0,1964,0.310000
0,0,1965,0.310000
0,0,1966,0.310000
0,0,1967,0.310000
0,0,1968,0.310000
0,0,1969,0.310000
0,0,1970,0.210000
0,0,1971,0.210000
0,0,1972,0.210000
0,0,1973,0.210000
0,0,1974,0.210000
0,0,1975,0.210000
0,0,1976,0.210000
0,0,1977,0.210000
0,0,1978,0.210000
0,0,1979,0.210000
0,0,1980,0.090000
0,0,1981,0.090000
0,0,1982,0.090000
0,0,1983,0.090000
0,0,1984,0.090000
0,0,1985,0.090000
0,0,1986,0.090000
0,0,1987,0.090000
0,0,1988,0.090000
0,0,1989,0.090000
0,0,1990,0.160000
0,0,1991,0.160000
0,0,1992,0.160000
0,0,1993,0.160000
0,0,1994,0.160000
0,0,1995,0.160000
0,0,1996,0.160000
0,0,1997,0.160000
0,0,1998,0.160000
0,0,1999,0.160000
0,0,2000,0.150000
0,0,2001,0.150000
0,0,2002,0.140000
0,0,2003,0.140000
0,0,2004,0.140000
0,0,2005,0.140000
0,0,2006,0.140000
0,0,2007,0.140000
0,0,2008,0.140000
0,0,2009,0.140000
0,1,1906,0.000000
0,1,1907,0.000000
0,1,1908,0.000000
0,1,1909,0.000000
0,1,1910,0.000000
0,1,1911,0.000000
0,1,1912,0.000000
0,1,1913,0.000000
0,1,1914,0.000000
0,1,1915,0.000000
0,1,1916,0.000000
0,1,1917,0.000000
0,1,1918,0.000000
0,1,1919,0.000000
0,1,1920,0.000000
0,1,1921,0.000000
0,1,1922,0.000000
0,1,1923,0.000000
